Commodity,Date,Unit,Minimum,Maximum,Average
Fennel Leaf,2013-10-31,kg,55.0,60.0,57.5
Mint,2013-10-31,kg,120.0,130.0,125.0
Turnip A,2013-10-31,kg,55.0,60.0,57.5
Tamarind,2013-10-31,kg,70.0,80.0,75.0
Bamboo Shoot,2013-10-31,kg,50.0,60.0,55.0
Tofu,2013-10-31,kg,60.0,70.0,65.0
Gundruk,2013-10-31,kg,180.0,200.0,190.0
Apple(Jholey),2013-10-31,kg,130.0,140.0,135.0
Banana,2013-10-31,per dozen,50.0,60.0,55.0
Lime,2013-10-31,kg,300.0,400.0,350.0
Pomegranate,2013-10-31,kg,280.0,300.0,290.0
Orange(Nepali),2013-10-31,kg,70.0,80.0,75.0
Water Melon(Green),2013-10-31,kg,40.0,50.0,45.0
Sweet Orange,2013-10-31,kg,60.0,70.0,65.0
Pineapple,2013-10-31,per piece,80.0,90.0,85.0
Cucumber(Local),2013-10-31,kg,70.0,80.0,75.0
Lemon,2013-10-31,kg,30.0,35.0,32.5
Papaya(Nepali),2013-10-31,kg,60.0,70.0,65.0
Guava,2013-10-31,kg,35.0,40.0,37.5
Mombin,2013-10-31,kg,24.0,28.0,26.0
Sugarcane,2013-10-31,per piece,70.0,80.0,75.0
Ginger,2013-10-31,kg,100.0,110.0,105.0
Chilli Dry,2013-10-31,kg,160.0,170.0,165.0
Chilli Green,2013-10-31,kg,50.0,60.0,55.0
Capsicum,2013-10-31,kg,100.0,110.0,105.0
Garlic Green,2013-10-31,kg,75.0,80.0,77.5
Coriander Green,2013-10-31,kg,60.0,70.0,65.0
Garlic Dry Chinese,2013-10-31,kg,90.0,95.0,92.5
Garlic Dry Nepali,2013-10-31,kg,75.0,80.0,77.5
Clive Dry,2013-10-31,kg,100.0,110.0,105.0
Fish Fresh,2013-10-31,kg,220.0,240.0,230.0
Tomato Big(Nepali),2013-11-01,kg,55.0,60.0,57.5
Tomato Small(Local),2013-11-01,kg,40.0,50.0,45.0
Potato Red,2013-11-01,kg,35.0,40.0,37.5
Potato White,2013-11-01,kg,32.0,36.0,34.0
Onion Dry (Indian),2013-11-01,kg,100.0,105.0,102.5
Carrot(Local),2013-11-01,kg,90.0,100.0,95.0
Cabbage(Local),2013-11-01,kg,30.0,35.0,32.5
Cauli Local,2013-11-01,kg,50.0,60.0,55.0
Raddish Red,2013-11-01,kg,40.0,45.0,42.5
Raddish White(Local),2013-11-01,kg,25.0,30.0,27.5
Brinjal Long,2013-11-01,kg,50.0,55.0,52.5
Brinjal Round,2013-11-01,kg,55.0,60.0,57.5
Cow pea(Long),2013-11-01,kg,90.0,100.0,95.0
Green Peas,2013-11-01,kg,90.0,100.0,95.0
French Bean(Local),2013-11-01,kg,55.0,60.0,57.5
Sword Bean,2013-11-01,kg,75.0,80.0,77.5
Soyabean Green,2013-11-01,kg,50.0,55.0,52.5
Bitter Gourd,2013-11-01,kg,50.0,60.0,55.0
Bottle Gourd,2013-11-01,kg,55.0,60.0,57.5
Pointed Gourd(Local),2013-11-01,kg,60.0,70.0,65.0
Pumpkin,2013-11-01,kg,18.0,20.0,19.0
Squash(Long),2013-11-01,kg,38.0,40.0,39.0
Turnip,2013-11-01,kg,45.0,50.0,47.5
Okara,2013-11-01,kg,75.0,80.0,77.5
Sweet Potato,2013-11-01,kg,38.0,40.0,39.0
Barela,2013-11-01,kg,20.0,25.0,22.5
Arum,2013-11-01,kg,38.0,40.0,39.0
Christophine,2013-11-01,kg,12.0,15.0,13.5
Brd Leaf Mustard,2013-11-01,kg,45.0,50.0,47.5
Spinach Leaf,2013-11-01,kg,45.0,50.0,47.5
Cress Leaf,2013-11-01,kg,45.0,50.0,47.5
Mustard Leaf,2013-11-01,kg,40.0,45.0,42.5
Fenugreek Leaf,2013-11-01,kg,75.0,80.0,77.5
Onion Green,2013-11-01,kg,80.0,90.0,85.0
Yam,2013-11-01,kg,50.0,60.0,55.0
Mushroom(Kanya),2013-11-01,kg,120.0,130.0,125.0
Asparagus,2013-11-01,kg,350.0,400.0,375.0
Brocauli,2013-11-01,kg,90.0,100.0,95.0
Sugarbeet,2013-11-01,kg,60.0,70.0,65.0
Red Cabbbage,2013-11-01,kg,80.0,90.0,85.0
Lettuce,2013-11-01,kg,55.0,60.0,57.5
Celery,2013-11-01,kg,120.0,130.0,125.0
Parseley,2013-11-01,kg,140.0,150.0,145.0
Fennel Leaf,2013-11-01,kg,55.0,60.0,57.5
Mint,2013-11-01,kg,120.0,130.0,125.0
Turnip A,2013-11-01,kg,55.0,60.0,57.5
Tamarind,2013-11-01,kg,70.0,80.0,75.0
Bamboo Shoot,2013-11-01,kg,50.0,60.0,55.0
Tofu,2013-11-01,kg,60.0,70.0,65.0
Gundruk,2013-11-01,kg,180.0,200.0,190.0
Apple(Jholey),2013-11-01,kg,130.0,140.0,135.0
Banana,2013-11-01,per dozen,50.0,60.0,55.0
Lime,2013-11-01,kg,300.0,400.0,350.0
Pomegranate,2013-11-01,kg,290.0,300.0,295.0
Orange(Nepali),2013-11-01,kg,70.0,80.0,75.0
Water Melon(Green),2013-11-01,kg,40.0,50.0,45.0
Sweet Orange,2013-11-01,kg,60.0,70.0,65.0
Pineapple,2013-11-01,per piece,80.0,90.0,85.0
Cucumber(Local),2013-11-01,kg,30.0,35.0,32.5
Lemon,2013-11-01,kg,25.0,30.0,27.5
Papaya(Nepali),2013-11-01,kg,60.0,70.0,65.0
Guava,2013-11-01,kg,35.0,40.0,37.5
Mombin,2013-11-01,kg,24.0,28.0,26.0
Sugarcane,2013-11-01,per piece,70.0,80.0,75.0
Ginger,2013-11-01,kg,100.0,110.0,105.0
Chilli Dry,2013-11-01,kg,160.0,170.0,165.0
Chilli Green,2013-11-01,kg,60.0,70.0,65.0
Capsicum,2013-11-01,kg,100.0,110.0,105.0
Garlic Green,2013-11-01,kg,75.0,80.0,77.5
Coriander Green,2013-11-01,kg,70.0,80.0,75.0
Garlic Dry Chinese,2013-11-01,kg,90.0,95.0,92.5
Garlic Dry Nepali,2013-11-01,kg,75.0,80.0,77.5
Clive Dry,2013-11-01,kg,100.0,110.0,105.0
Fish Fresh,2013-11-01,kg,220.0,240.0,230.0
Tomato Big(Nepali),2013-11-03,kg,55.0,60.0,57.5
Potato Red,2013-11-03,kg,40.0,42.0,41.0
Potato White,2013-11-03,kg,38.0,40.0,39.0
Onion Dry (Indian),2013-11-03,kg,95.0,100.0,97.5
Carrot(Local),2013-11-03,kg,90.0,100.0,95.0
Cabbage(Local),2013-11-03,kg,30.0,35.0,32.5
Cauli Local,2013-11-03,kg,60.0,70.0,65.0
Raddish Red,2013-11-03,kg,40.0,45.0,42.5
Raddish White(Local),2013-11-03,kg,30.0,35.0,32.5
Brinjal Long,2013-11-03,kg,45.0,50.0,47.5
Brinjal Round,2013-11-03,kg,45.0,50.0,47.5
Cow pea(Long),2013-11-03,kg,70.0,80.0,75.0
Green Peas,2013-11-03,kg,80.0,90.0,85.0
French Bean(Local),2013-11-03,kg,40.0,50.0,45.0
Soyabean Green,2013-11-03,kg,50.0,55.0,52.5
Bitter Gourd,2013-11-03,kg,60.0,70.0,65.0
Bottle Gourd,2013-11-03,kg,50.0,60.0,55.0
Pointed Gourd(Local),2013-11-03,kg,55.0,60.0,57.5
Pumpkin,2013-11-03,kg,18.0,20.0,19.0
Squash(Long),2013-11-03,kg,35.0,40.0,37.5
Turnip,2013-11-03,kg,45.0,50.0,47.5
Okara,2013-11-03,kg,75.0,80.0,77.5
Barela,2013-11-03,kg,20.0,25.0,22.5
Arum,2013-11-03,kg,38.0,40.0,39.0
Christophine,2013-11-03,kg,12.0,15.0,13.5
Brd Leaf Mustard,2013-11-03,kg,45.0,50.0,47.5
Spinach Leaf,2013-11-03,kg,45.0,50.0,47.5
Cress Leaf,2013-11-03,kg,45.0,50.0,47.5
Mustard Leaf,2013-11-03,kg,40.0,45.0,42.5
Fenugreek Leaf,2013-11-03,kg,75.0,80.0,77.5
Onion Green,2013-11-03,kg,80.0,90.0,85.0
Bakula,2013-11-03,kg,90.0,100.0,95.0
Yam,2013-11-03,kg,55.0,60.0,57.5
Mushroom(Kanya),2013-11-03,kg,140.0,160.0,150.0
Asparagus,2013-11-03,kg,300.0,350.0,325.0
Brocauli,2013-11-03,kg,80.0,90.0,85.0
Sugarbeet,2013-11-03,kg,60.0,70.0,65.0
Red Cabbbage,2013-11-03,kg,180.0,200.0,190.0
Lettuce,2013-11-03,kg,45.0,50.0,47.5
Celery,2013-11-03,kg,120.0,130.0,125.0
Parseley,2013-11-03,kg,140.0,150.0,145.0
Fennel Leaf,2013-11-03,kg,45.0,50.0,47.5
Mint,2013-11-03,kg,120.0,130.0,125.0
Turnip A,2013-11-03,kg,55.0,60.0,57.5
Tamarind,2013-11-03,kg,70.0,80.0,75.0
Bamboo Shoot,2013-11-03,kg,50.0,60.0,55.0
Tofu,2013-11-03,kg,60.0,70.0,65.0
Gundruk,2013-11-03,kg,180.0,200.0,190.0
Apple(Jholey),2013-11-03,kg,130.0,140.0,135.0
Banana,2013-11-03,per dozen,55.0,60.0,57.5
Lime,2013-11-03,kg,300.0,400.0,350.0
Pomegranate,2013-11-03,kg,280.0,300.0,290.0
Orange(Nepali),2013-11-03,kg,70.0,80.0,75.0
Water Melon(Green),2013-11-03,kg,50.0,60.0,55.0
Pineapple,2013-11-03,per piece,80.0,90.0,85.0
Cucumber(Local),2013-11-03,kg,40.0,50.0,45.0
Lemon,2013-11-03,kg,30.0,35.0,32.5
Sweet Lime,2013-11-03,kg,40.0,50.0,45.0
Papaya(Nepali),2013-11-03,kg,60.0,70.0,65.0
Guava,2013-11-03,kg,55.0,60.0,57.5
Mombin,2013-11-03,kg,25.0,30.0,27.5
Sugarcane,2013-11-03,per piece,70.0,80.0,75.0
Ginger,2013-11-03,kg,100.0,110.0,105.0
Chilli Dry,2013-11-03,kg,160.0,170.0,165.0
Chilli Green,2013-11-03,kg,55.0,60.0,57.5
Capsicum,2013-11-03,kg,100.0,110.0,105.0
Garlic Green,2013-11-03,kg,75.0,80.0,77.5
Coriander Green,2013-11-03,kg,80.0,90.0,85.0
Garlic Dry Chinese,2013-11-03,kg,90.0,95.0,92.5
Garlic Dry Nepali,2013-11-03,kg,75.0,80.0,77.5
Fish Fresh,2013-11-03,kg,220.0,240.0,230.0
Tomato Big(Nepali),2013-11-04,kg,55.0,60.0,57.5
Tomato Small(Local),2013-11-04,kg,50.0,55.0,52.5
Potato Red,2013-11-04,kg,40.0,45.0,42.5
Potato White,2013-11-04,kg,38.0,42.0,40.0
Onion Dry (Indian),2013-11-04,kg,90.0,100.0,95.0
Carrot(Local),2013-11-04,kg,90.0,100.0,95.0
Cabbage(Local),2013-11-04,kg,30.0,35.0,32.5
Cauli Local,2013-11-04,kg,60.0,70.0,65.0
Raddish Red,2013-11-04,kg,45.0,50.0,47.5
Raddish White(Local),2013-11-04,kg,25.0,30.0,27.5
Brinjal Long,2013-11-04,kg,45.0,50.0,47.5
Brinjal Round,2013-11-04,kg,45.0,50.0,47.5
Cow pea(Long),2013-11-04,kg,100.0,110.0,105.0
Green Peas,2013-11-04,kg,90.0,100.0,95.0
French Bean(Local),2013-11-04,kg,50.0,60.0,55.0
Sword Bean,2013-11-04,kg,70.0,80.0,75.0
Bitter Gourd,2013-11-04,kg,60.0,70.0,65.0
Bottle Gourd,2013-11-04,kg,40.0,50.0,45.0
Pointed Gourd(Local),2013-11-04,kg,60.0,70.0,65.0
Pumpkin,2013-11-04,kg,18.0,20.0,19.0
Squash(Long),2013-11-04,kg,35.0,40.0,37.5
Okara,2013-11-04,kg,70.0,80.0,75.0
Barela,2013-11-04,kg,30.0,35.0,32.5
Arum,2013-11-04,kg,35.0,40.0,37.5
Christophine,2013-11-04,kg,20.0,25.0,22.5
Brd Leaf Mustard,2013-11-04,kg,45.0,50.0,47.5
Spinach Leaf,2013-11-04,kg,45.0,50.0,47.5
Cress Leaf,2013-11-04,kg,45.0,50.0,47.5
Mustard Leaf,2013-11-04,kg,40.0,45.0,42.5
Fenugreek Leaf,2013-11-04,kg,75.0,80.0,77.5
Onion Green,2013-11-04,kg,80.0,90.0,85.0
Bakula,2013-11-04,kg,90.0,100.0,95.0
Yam,2013-11-04,kg,48.0,50.0,49.0
Mushroom(Kanya),2013-11-04,kg,180.0,200.0,190.0
Asparagus,2013-11-04,kg,300.0,350.0,325.0
Brocauli,2013-11-04,kg,70.0,80.0,75.0
Sugarbeet,2013-11-04,kg,60.0,70.0,65.0
Red Cabbbage,2013-11-04,kg,80.0,90.0,85.0
Lettuce,2013-11-04,kg,55.0,60.0,57.5
Celery,2013-11-04,kg,120.0,130.0,125.0
Parseley,2013-11-04,kg,140.0,150.0,145.0
Fennel Leaf,2013-11-04,kg,45.0,50.0,47.5
Mint,2013-11-04,kg,120.0,130.0,125.0
Turnip A,2013-11-04,kg,55.0,60.0,57.5
Tamarind,2013-11-04,kg,70.0,80.0,75.0
Bamboo Shoot,2013-11-04,kg,50.0,60.0,55.0
Tofu,2013-11-04,kg,60.0,70.0,65.0
Gundruk,2013-11-04,kg,180.0,200.0,190.0
Apple(Jholey),2013-11-04,kg,130.0,140.0,135.0
Banana,2013-11-04,per dozen,50.0,60.0,55.0
Lime,2013-11-04,kg,300.0,400.0,350.0
Pomegranate,2013-11-04,kg,280.0,300.0,290.0
Orange(Nepali),2013-11-04,kg,70.0,80.0,75.0
Water Melon(Green),2013-11-04,kg,50.0,55.0,52.5
Sweet Orange,2013-11-04,kg,60.0,70.0,65.0
Mandarin,2013-11-04,kg,60.0,70.0,65.0
Pineapple,2013-11-04,per piece,80.0,90.0,85.0
Cucumber(Local),2013-11-04,kg,40.0,50.0,45.0
Lemon,2013-11-04,kg,30.0,35.0,32.5
Sweet Lime,2013-11-04,kg,60.0,70.0,65.0
Papaya(Nepali),2013-11-04,kg,60.0,70.0,65.0
Guava,2013-11-04,kg,40.0,50.0,45.0
Mombin,2013-11-04,kg,25.0,30.0,27.5
Sugarcane,2013-11-04,per piece,60.0,70.0,65.0
Ginger,2013-11-04,kg,90.0,100.0,95.0
Chilli Dry,2013-11-04,kg,160.0,170.0,165.0
Chilli Green,2013-11-04,kg,45.0,50.0,47.5
Capsicum,2013-11-04,kg,120.0,140.0,130.0
Garlic Green,2013-11-04,kg,75.0,80.0,77.5
Coriander Green,2013-11-04,kg,90.0,100.0,95.0
Garlic Dry Chinese,2013-11-04,kg,90.0,95.0,92.5
Garlic Dry Nepali,2013-11-04,kg,75.0,80.0,77.5
Clive Dry,2013-11-04,kg,110.0,120.0,115.0
Fish Fresh,2013-11-04,kg,220.0,240.0,230.0
Tomato Big(Nepali),2013-11-05,kg,60.0,70.0,65.0
Tomato Small(Local),2013-11-05,kg,55.0,64.0,59.5
Potato Red,2013-11-05,kg,40.0,45.0,42.5
Potato White,2013-11-05,kg,38.0,40.0,39.0
Onion Dry (Indian),2013-11-05,kg,90.0,100.0,95.0
Carrot(Local),2013-11-05,kg,100.0,110.0,105.0
Cabbage(Local),2013-11-05,kg,35.0,40.0,37.5
Cauli Local,2013-11-05,kg,100.0,120.0,110.0
Raddish White(Local),2013-11-05,kg,25.0,30.0,27.5
Brinjal Long,2013-11-05,kg,45.0,50.0,47.5
Brinjal Round,2013-11-05,kg,45.0,50.0,47.5
Cow pea(Long),2013-11-05,kg,110.0,120.0,115.0
French Bean(Local),2013-11-05,kg,40.0,50.0,45.0
Bottle Gourd,2013-11-05,kg,40.0,50.0,45.0
Pointed Gourd(Local),2013-11-05,kg,60.0,70.0,65.0
Pumpkin,2013-11-05,kg,18.0,20.0,19.0
Squash(Long),2013-11-05,kg,35.0,40.0,37.5
Barela,2013-11-05,kg,35.0,40.0,37.5
Arum,2013-11-05,kg,35.0,40.0,37.5
Brd Leaf Mustard,2013-11-05,kg,55.0,60.0,57.5
Spinach Leaf,2013-11-05,kg,55.0,60.0,57.5
Cress Leaf,2013-11-05,kg,55.0,60.0,57.5
Mustard Leaf,2013-11-05,kg,50.0,55.0,52.5
Fenugreek Leaf,2013-11-05,kg,75.0,80.0,77.5
Onion Green,2013-11-05,kg,80.0,90.0,85.0
Yam,2013-11-05,kg,48.0,50.0,49.0
Mushroom(Kanya),2013-11-05,kg,180.0,200.0,190.0
Brocauli,2013-11-05,kg,80.0,90.0,85.0
Fennel Leaf,2013-11-05,kg,45.0,50.0,47.5
Turnip A,2013-11-05,kg,45.0,50.0,47.5
Tamarind,2013-11-05,kg,70.0,80.0,75.0
Bamboo Shoot,2013-11-05,kg,50.0,60.0,55.0
Tofu,2013-11-05,kg,60.0,70.0,65.0
Apple(Jholey),2013-11-05,kg,130.0,140.0,135.0
Banana,2013-11-05,per dozen,50.0,60.0,55.0
Lime,2013-11-05,kg,300.0,400.0,350.0
Pomegranate,2013-11-05,kg,280.0,300.0,290.0
Orange(Nepali),2013-11-05,kg,70.0,80.0,75.0
Water Melon(Green),2013-11-05,kg,50.0,60.0,55.0
Sweet Orange,2013-11-05,kg,60.0,70.0,65.0
Pineapple,2013-11-05,per piece,80.0,90.0,85.0
Cucumber(Local),2013-11-05,kg,30.0,40.0,35.0
Lemon,2013-11-05,kg,30.0,40.0,35.0
Papaya(Nepali),2013-11-05,kg,60.0,70.0,65.0
Mombin,2013-11-05,kg,25.0,30.0,27.5
Sugarcane,2013-11-05,per piece,60.0,70.0,65.0
Ginger,2013-11-05,kg,100.0,110.0,105.0
Chilli Dry,2013-11-05,kg,160.0,170.0,165.0
Chilli Green,2013-11-05,kg,50.0,60.0,55.0
Capsicum,2013-11-05,kg,120.0,140.0,130.0
Garlic Green,2013-11-05,kg,80.0,90.0,85.0
Coriander Green,2013-11-05,kg,90.0,100.0,95.0
Garlic Dry Chinese,2013-11-05,kg,90.0,95.0,92.5
Garlic Dry Nepali,2013-11-05,kg,75.0,80.0,77.5
Fish Fresh,2013-11-05,kg,220.0,230.0,225.0
Tomato Big(Nepali),2013-11-06,kg,90.0,100.0,95.0
Tomato Small(Local),2013-11-06,kg,60.0,70.0,65.0
Potato Red,2013-11-06,kg,40.0,45.0,42.5
Potato White,2013-11-06,kg,38.0,40.0,39.0
Onion Dry (Indian),2013-11-06,kg,90.0,100.0,95.0
Carrot(Local),2013-11-06,kg,100.0,110.0,105.0
Cabbage(Local),2013-11-06,kg,35.0,40.0,37.5
Cauli Local,2013-11-06,kg,90.0,100.0,95.0
Raddish White(Local),2013-11-06,kg,20.0,25.0,22.5
Brinjal Long,2013-11-06,kg,55.0,60.0,57.5
Cow pea(Long),2013-11-06,kg,80.0,90.0,85.0
Green Peas,2013-11-06,kg,140.0,150.0,145.0
French Bean(Local),2013-11-06,kg,55.0,60.0,57.5
Bitter Gourd,2013-11-06,kg,80.0,90.0,85.0
Pointed Gourd(Local),2013-11-06,kg,90.0,100.0,95.0
Pumpkin,2013-11-06,kg,20.0,25.0,22.5
Squash(Long),2013-11-06,kg,40.0,45.0,42.5
Barela,2013-11-06,kg,45.0,50.0,47.5
Arum,2013-11-06,kg,38.0,40.0,39.0
Brd Leaf Mustard,2013-11-06,kg,55.0,60.0,57.5
Spinach Leaf,2013-11-06,kg,55.0,60.0,57.5
Cress Leaf,2013-11-06,kg,55.0,60.0,57.5
Mustard Leaf,2013-11-06,kg,50.0,55.0,52.5
Mushroom(Kanya),2013-11-06,kg,150.0,160.0,155.0
Brocauli,2013-11-06,kg,80.0,90.0,85.0
Turnip A,2013-11-06,kg,55.0,60.0,57.5
Tamarind,2013-11-06,kg,70.0,80.0,75.0
Bamboo Shoot,2013-11-06,kg,50.0,60.0,55.0
Tofu,2013-11-06,kg,60.0,70.0,65.0
Apple(Jholey),2013-11-06,kg,130.0,140.0,135.0
Banana,2013-11-06,per dozen,50.0,60.0,55.0
Lime,2013-11-06,kg,300.0,400.0,350.0
Pomegranate,2013-11-06,kg,280.0,300.0,290.0
Orange(Nepali),2013-11-06,kg,70.0,80.0,75.0
Water Melon(Green),2013-11-06,kg,50.0,60.0,55.0
Sweet Orange,2013-11-06,kg,60.0,70.0,65.0
Pineapple,2013-11-06,per piece,80.0,90.0,85.0
Cucumber(Local),2013-11-06,kg,40.0,50.0,45.0
Papaya(Nepali),2013-11-06,kg,60.0,70.0,65.0
Ginger,2013-11-06,kg,100.0,110.0,105.0
Chilli Dry,2013-11-06,kg,160.0,170.0,165.0
Chilli Green,2013-11-06,kg,60.0,70.0,65.0
Capsicum,2013-11-06,kg,120.0,140.0,130.0
Coriander Green,2013-11-06,kg,140.0,150.0,145.0
Garlic Dry Chinese,2013-11-06,kg,90.0,95.0,92.5
Garlic Dry Nepali,2013-11-06,kg,75.0,80.0,77.5
Fish Fresh,2013-11-06,kg,220.0,230.0,225.0
Tomato Big(Nepali),2013-11-07,kg,90.0,100.0,95.0
Tomato Small(Local),2013-11-07,kg,70.0,80.0,75.0
Potato Red,2013-11-07,kg,40.0,45.0,42.5
Potato White,2013-11-07,kg,38.0,40.0,39.0
Onion Dry (Indian),2013-11-07,kg,90.0,100.0,95.0
Carrot(Local),2013-11-07,kg,90.0,100.0,95.0
Cabbage(Local),2013-11-07,kg,40.0,45.0,42.5
Cauli Local,2013-11-07,kg,80.0,100.0,90.0
Raddish Red,2013-11-07,kg,40.0,45.0,42.5
Raddish White(Local),2013-11-07,kg,18.0,22.0,20.0
Brinjal Long,2013-11-07,kg,55.0,60.0,57.5
Brinjal Round,2013-11-07,kg,55.0,60.0,57.5
Cow pea(Long),2013-11-07,kg,110.0,120.0,115.0
Green Peas,2013-11-07,kg,120.0,130.0,125.0
French Bean(Local),2013-11-07,kg,60.0,70.0,65.0
Bitter Gourd,2013-11-07,kg,75.0,80.0,77.5
Bottle Gourd,2013-11-07,kg,40.0,50.0,45.0
Pointed Gourd(Local),2013-11-07,kg,90.0,100.0,95.0
Smooth Gourd,2013-11-07,kg,100.0,110.0,105.0
Pumpkin,2013-11-07,kg,18.0,20.0,19.0
Squash(Long),2013-11-07,kg,38.0,40.0,39.0
Barela,2013-11-07,kg,40.0,50.0,45.0
Arum,2013-11-07,kg,38.0,40.0,39.0
Christophine,2013-11-07,kg,18.0,20.0,19.0
Brd Leaf Mustard,2013-11-07,kg,45.0,50.0,47.5
Spinach Leaf,2013-11-07,kg,45.0,50.0,47.5
Cress Leaf,2013-11-07,kg,45.0,50.0,47.5
Mustard Leaf,2013-11-07,kg,40.0,45.0,42.5
Fenugreek Leaf,2013-11-07,kg,75.0,80.0,77.5
Onion Green,2013-11-07,kg,80.0,90.0,85.0
Yam,2013-11-07,kg,45.0,50.0,47.5
Mushroom(Kanya),2013-11-07,kg,120.0,140.0,130.0
Brocauli,2013-11-07,kg,70.0,80.0,75.0
Sugarbeet,2013-11-07,kg,60.0,70.0,65.0
Red Cabbbage,2013-11-07,kg,90.0,100.0,95.0
Lettuce,2013-11-07,kg,55.0,60.0,57.5
Celery,2013-11-07,kg,120.0,130.0,125.0
Parseley,2013-11-07,kg,140.0,150.0,145.0
Fennel Leaf,2013-11-07,kg,55.0,60.0,57.5
Mint,2013-11-07,kg,120.0,130.0,125.0
Turnip A,2013-11-07,kg,55.0,60.0,57.5
Tamarind,2013-11-07,kg,70.0,80.0,75.0
Bamboo Shoot,2013-11-07,kg,50.0,60.0,55.0
Tofu,2013-11-07,kg,60.0,70.0,65.0
Apple(Jholey),2013-11-07,kg,130.0,140.0,135.0
Banana,2013-11-07,per dozen,50.0,60.0,55.0
Lime,2013-11-07,kg,300.0,400.0,350.0
Pomegranate,2013-11-07,kg,280.0,300.0,290.0
Orange(Nepali),2013-11-07,kg,70.0,80.0,75.0
Water Melon(Green),2013-11-07,kg,50.0,60.0,55.0
Sweet Orange,2013-11-07,kg,60.0,70.0,65.0
Pineapple,2013-11-07,per piece,80.0,90.0,85.0
Cucumber(Local),2013-11-07,kg,35.0,40.0,37.5
Lemon,2013-11-07,kg,30.0,35.0,32.5
Papaya(Nepali),2013-11-07,kg,60.0,70.0,65.0
Sugarcane,2013-11-07,per piece,60.0,70.0,65.0
Ginger,2013-11-07,kg,100.0,110.0,105.0
Chilli Dry,2013-11-07,kg,170.0,180.0,175.0
Chilli Green,2013-11-07,kg,45.0,50.0,47.5
Capsicum,2013-11-07,kg,100.0,120.0,110.0
Garlic Green,2013-11-07,kg,80.0,90.0,85.0
Coriander Green,2013-11-07,kg,130.0,140.0,135.0
Garlic Dry Chinese,2013-11-07,kg,90.0,95.0,92.5
Garlic Dry Nepali,2013-11-07,kg,70.0,80.0,75.0
Fish Fresh,2013-11-07,kg,220.0,230.0,225.0
Tomato Big(Nepali),2013-11-10,kg,80.0,90.0,85.0
Tomato Small(Local),2013-11-10,kg,50.0,60.0,55.0
Potato Red,2013-11-10,kg,40.0,42.0,41.0
Potato White,2013-11-10,kg,32.0,35.0,33.5
Onion Dry (Indian),2013-11-10,kg,100.0,110.0,105.0
Carrot(Local),2013-11-10,kg,100.0,120.0,110.0
Cabbage(Local),2013-11-10,kg,35.0,36.0,35.5
Cauli Local,2013-11-10,kg,50.0,60.0,55.0
Raddish Red,2013-11-10,kg,40.0,50.0,45.0
Raddish White(Local),2013-11-10,kg,24.0,30.0,27.0
Brinjal Long,2013-11-10,kg,55.0,60.0,57.5
Brinjal Round,2013-11-10,kg,55.0,60.0,57.5
Cow pea(Long),2013-11-10,kg,100.0,120.0,110.0
Green Peas,2013-11-10,kg,70.0,80.0,75.0
French Bean(Local),2013-11-10,kg,45.0,50.0,47.5
Bitter Gourd,2013-11-10,kg,80.0,90.0,85.0
Bottle Gourd,2013-11-10,kg,40.0,50.0,45.0
Pointed Gourd(Local),2013-11-10,kg,70.0,80.0,75.0
Pumpkin,2013-11-10,kg,20.0,24.0,22.0
Turnip,2013-11-10,kg,45.0,50.0,47.5
Sweet Potato,2013-11-10,kg,40.0,50.0,45.0
Barela,2013-11-10,kg,28.0,35.0,31.5
Arum,2013-11-10,kg,35.0,40.0,37.5
Christophine,2013-11-10,kg,16.0,20.0,18.0
Brd Leaf Mustard,2013-11-10,kg,30.0,40.0,35.0
Spinach Leaf,2013-11-10,kg,65.0,70.0,67.5
Cress Leaf,2013-11-10,kg,65.0,70.0,67.5
Mustard Leaf,2013-11-10,kg,50.0,60.0,55.0
Fenugreek Leaf,2013-11-10,kg,75.0,80.0,77.5
Onion Green,2013-11-10,kg,80.0,90.0,85.0
Bakula,2013-11-10,kg,80.0,90.0,85.0
Yam,2013-11-10,kg,50.0,52.0,51.0
Mushroom(Kanya),2013-11-10,kg,130.0,140.0,135.0
Brocauli,2013-11-10,kg,80.0,90.0,85.0
Sugarbeet,2013-11-10,kg,90.0,100.0,95.0
Lettuce,2013-11-10,kg,140.0,150.0,145.0
Celery,2013-11-10,kg,70.0,80.0,75.0
Parseley,2013-11-10,kg,200.0,225.0,212.5
Fennel Leaf,2013-11-10,kg,70.0,75.0,72.5
Mint,2013-11-10,kg,200.0,220.0,210.0
Turnip A,2013-11-10,kg,50.0,55.0,52.5
Tamarind,2013-11-10,kg,75.0,80.0,77.5
Bamboo Shoot,2013-11-10,kg,60.0,65.0,62.5
Tofu,2013-11-10,kg,65.0,70.0,67.5
Apple(Jholey),2013-11-10,kg,120.0,150.0,135.0
Banana,2013-11-10,per dozen,50.0,60.0,55.0
Lime,2013-11-10,kg,200.0,400.0,300.0
Pomegranate,2013-11-10,kg,250.0,275.0,262.5
Orange(Nepali),2013-11-10,kg,70.0,80.0,75.0
Water Melon(Green),2013-11-10,kg,50.0,60.0,55.0
Sweet Orange,2013-11-10,kg,60.0,70.0,65.0
Pineapple,2013-11-10,per piece,80.0,90.0,85.0
Cucumber(Local),2013-11-10,kg,35.0,40.0,37.5
Papaya(Nepali),2013-11-10,kg,55.0,60.0,57.5
Mombin,2013-11-10,kg,28.0,32.0,30.0
